sep=,
AUDITION LINK,EDIT ID,WORK TITLE,ALBUM,ALBUM ID,TRACK ID,YEAR OF RELEASE,COMPOSERS,PUBLISHERS,LABEL NAME,GERMAN LABEL CODE,ISRC
https://stream.music.cdn.unippm.com/GAL/GAL309/Bazaar_at_Pont_des_Arts/GAL_309_3_Bazaar_at_Pont_des_Arts_Commere_1989157.mp3?response-content-type=audio/mpeg,1989157,Bazaar at Pont des Arts,French Swing,GAL309,GAL309-3,2023,Bertrand Commere [SACEM] 100%,Illustration Musicale [SACEM] 50%/Universal Production Music France [SACEM] 50%,Galerie,LC 11266,FR-26F-23-04133
https://stream.music.cdn.unippm.com/GAL/GAL309/Bazaar_at_Pont_des_Arts/GAL_309_29_Bazaar_at_Pont_des_Arts_Commere_1989158.mp3?response-content-type=audio/mpeg,1989158,Bazaar at Pont des Arts,French Swing,GAL309,GAL309-29,2023,Bertrand Commere [SACEM] 100%,Illustration Musicale [SACEM] 50%/Universal Production Music France [SACEM] 50%,Galerie,LC 11266,FR-26F-23-04134
https://stream.music.cdn.unippm.com/GAL/GAL309/Bazaar_at_Pont_des_Arts/GAL_309_41_Bazaar_at_Pont_des_Arts_Commere_1989159.mp3?response-content-type=audio/mpeg,1989159,Bazaar at Pont des Arts,French Swing,GAL309,GAL309-41,2023,Bertrand Commere [SACEM] 100%,Illustration Musicale [SACEM] 50%/Universal Production Music France [SACEM] 50%,Galerie,LC 11266,FR-26F-23-04135
https://stream.music.cdn.unippm.com/GAL/GAL309/Bazaar_at_Pont_des_Arts/GAL_309_15_Bazaar_at_Pont_des_Arts_Commere_1989160.mp3?response-content-type=audio/mpeg,1989160,Bazaar at Pont des Arts,French Swing,GAL309,GAL309-15,2023,Bertrand Commere [SACEM] 100%,Illustration Musicale [SACEM] 50%/Universal Production Music France [SACEM] 50%,Galerie,LC 11266,FR-26F-23-04136
